V46cZz9M,Curtain,Rèm Cửa,
079J4j43,Foliage,Lá Cây,
G5qmW5sD,Key 302,Chìa Khóa Phòng 302,
xN0TJRxS,Key 405,Chìa Khóa Phòng 405,
MQdJwNKw,Laundry,Đồ Giặt,
VnYrC9d1,Lighter,Bật Lửa,
0GFpSFL0,Nailgun,Súng Bắn Đinh,
vGt4FgW5,Vinegar,Giấm,
sK3LnFLp,Car Keys,Chìa Khóa Xe,
GVkp15J5,Left Arm,Tay Trái,
6Jn2MW4L,Left Leg,Chân Trái,
bYH3MYtV,Potatoes,Khoai Tây,
NKLV8V9N,Sunshine,Mặt Trời,
ChCyFFcj,Batteries,Pin,
RCbLxlVH,Detergent,Nước Tẩy,
gDRK1vSV,Right Arm,Tay Phải,
dbRLlK9Z,Right Leg,Chân Phải,
6NG1Qk0s,Road Sign,Biển Báo Bằng Gỗ,
l2NST6HS,White Key,Chìa Khóa Màu Trắng,
tbcTYgvk,Human Soup,Súp Thịt Người,
06HyG74G,Red Crayon,Bút Chì Màu Đỏ,
BvGWbZMb,Tomato Can,Cà Chua Đóng Hộp,
pJWpgnv9,Baking Soda,Baking Soda,
7vQxmTcS,Balcony Key,Chìa Khóa Ban Công,
qf6r2MmC,Blue Crayon,Bút Chì Màu Xanh Dương,
brClBCms,Credit Card,Thẻ Tín Dụng,
4Nby2dLz,Dad Plushie,Thỏ Bông Ba,
f7m0Ks4k,Dresser Key,Chìa Khóa Tủ Đồ,
5ls8tp6R,Mom Plushie,Thỏ Bông Mẹ,
9RlZyFQF,Red Flowers,Hoa Màu Đỏ,
CMNQr4rj,Screwdriver,Tuốc Nơ Vít,
7gkW5T7W,Broken Heart,Trái Tim Tan Vỡ,
lW6HJ2gq,Chopped Meat,Thịt Cắt Nhỏ,
lfm7MWJd,Employee Key,Chìa Khóa Nhân Viên,
F4SrRNPQ,Green Crayon,Bút Chì Màu Xanh Lá,
LGFhZlTS,Pink Plushie,Thỏ Bông Hồng,
dB1v06R0,Plastic Bags,Bao Nylon,
1ssCGwCv,Severed Limb,Tay Chân Cắt Rời,
KkQxzl0r,Watering Can,Bình Tưới Nước,
kV5yktZd,Wooden Plank,Thanh Gỗ,
G5C9g2xQ,Bag of Skulls,Túi Đựng Sọ Người,
9SqCqTYF,Green Plushie,Thỏ Bông Xanh Lá,
6P4DW4yT,Kitchen Knife,Dao Bếp,
JqlcRmq7,Rubber Gloves,Găng Tay Cao Su,
ydqNSSV5,Walkie-Talkie,Điện Đàm,
BlkBtRrX,Chopped Onions,Củ Hành Xắt Nhỏ,
3yl0rhv1,Purple Plushie,Thỏ Bông Tím,
9J5Hc0pF,Washed Laundry,Quần Áo Đã Giặt Rồi,
wSvQJJD6,Yellow Plushie,Thỏ Bông Vàng,
1JGRDYC4,Chopped Carrots,Cà Rốt Xắt Nhỏ,
674QW58H,Colored Pencils,Bút Chì Màu,
XLxwLrWX,Toothless Skull,Sọ Người Không Có Răng,
51YNZYdM,Chopped Potatoes,Khoai Tây Xắt Nhỏ,
k1nqXctY,Christmas Lights,Đèn Giáng Sinh,
g2v39jpQ,Unidentifiable Small Object,Vật Thể Nhỏ Không Xác Định,
sXJs04wB,Caramelized Apple and Cinnamon Soda,Soda Caramel Táo và Quế,
,,,
Descriptions,Item,English,Translation
Q64WLbpK,Axe,CHOPPY CHOP CHOP CHOP!!!!!!!,CHẶT CHẶT CHẶT CHẶT NÈ!!!!!!!
5YBRrwwM,Gun,PEW PEW PEW!!! Or maybe it's BANG BANG!!,PÌU PÌU PÌU!!! À hong PẰNG PẰNG PẰNG!!
tfJBRzjg,Key,,
WjQC7gwG,Mop,,
yGgkwhg1,Book,BOrING.,ChÁn phÈo.
2Zs8gxt9,Face,Kinda ugly.,Nhìn hơi gớm.
4RkFhJtS,Head,Don't lose it.,Đừng có làm mất nó.
10LXXCvh,Meat,,
0f4PLp6B,Rope,Tempting.,Hấp dẫn ghê.
fSV70fzr,Blood,,
3G8mmLGy,Bones,,
WFHLLj60,Heart,,
1hbRHX0Y,Knife,,
rJLHX5bx,Limbs,Losing these will cost you an arm and a leg.,Rớt mất nó đi là bay luôn một tay một chân liền.
VvRgdYRd,Rocks,Should throw these at Ashley...,Nên ném mấy này vô Ashley…
w91Xmr2t,Skull,,
4wjVl891,Stick,Should beat Andrew with it.,Nên lấy này đập Andrew.
4rBsSPWn,Stone,,
Q2TzhbMK,Stool,,
LtDRv2vm,Teeth,Cannot be exchanged for money.,Không thể dùng nó đổi ra tiền được.
Cd6nDwJT,Torso,The things you put in your pockets....,Mấy cái thứ bỏ vào trong túi…
hgzd22zx,Trash,,
MHFXrtF4,Bottle,,
8c7PT8zM,Candle,,
kJ3gmGrP,Carpet,,
4K2Mqlr2,Dishes,Terribly exciting.,Phấn khích dữ bây.
zmvJY93F,F2 Key,,
T4HRymgB,F3 Key,,
rh6j9SC0,F4 Key,,
wTqqbQtQ,Flower,,
GdCP7yNQ,Hammer,,
cryhnR8y,Onions,,
ym5CxvqQ,Organs,Ew.,Ew.
mMs4CM6Z,Ashtray,,
bFVDpQHJ,Carrots,,
vDpbX9dl,Cleaver,,
V46cZz9M,Curtain,,
079J4j43,Foliage,,
G5qmW5sD,Key 302,,
xN0TJRxS,Key 405,Key to your next door cultist's apartment.,Chìa khóa căn hộ của tên cuồng giáo phòng bên.
MQdJwNKw,Laundry,,
VnYrC9d1,Lighter,,
0GFpSFL0,Nailgun,Pew pew pew!!,Pìu pìu pìu!!
vGt4FgW5,Vinegar,,
sK3LnFLp,Car Keys,VROOM VROOM MOTHERFUCKER!!!!!!!!,VROOM VROOM CON MẸ MI LUÔN!!!!!!!!
GVkp15J5,Left Arm,,
6Jn2MW4L,Left Leg,,
bYH3MYtV,Potatoes,,
NKLV8V9N,Sunshine,,
ChCyFFcj,Batteries,Surely useful later...,Chắc chắn sẽ có lúc có ích…
RCbLxlVH,Detergent,Drink this to die.,Uống cái này là thăng liền.
gDRK1vSV,Right Arm,Not Wrong Arm.,Cánh Tay Không Phải Không Đúng
dbRLlK9Z,Right Leg,In truth this is a left leg too.,Nói thiệt cái này cũng là chân trái luôn.
6NG1Qk0s,Road Sign,Unreadable gibberish.,Thứ gì ấy đọc không nổi
l2NST6HS,White Key,A key..... BUT WHITE!,Một cái chìa khóa..... NHƯNG NÓ MÀU TRẮNG!
tbcTYgvk,Human Soup,Could've been better.,Đáng ra có thể ngon hơn tí.
06HyG74G,Red Crayon,,
BvGWbZMb,Tomato Can,NUTRIENTS!!!!!!,DINH DƯỠNG!!!!!!
pJWpgnv9,Baking Soda,The label has a fish wearing a baker's cap.,Trên cái bìa có con cá đội mũ làm bánh
7vQxmTcS,Balcony Key,,
qf6r2MmC,Blue Crayon,,
brClBCms,Credit Card,Access card to Mrs. Graves' earthly possessions.,Thẻ để chạm tay đến tài sản đơn sơ của Bà Graves.
4Nby2dLz,Dad Plushie,"Oh yeah, this exists.","Ờ đúng dị đó, nó có tồn tại thiệt."
f7m0Ks4k,Dresser Key,,
5ls8tp6R,Mom Plushie,Whatever.,Sao cũng được.
9RlZyFQF,Red Flowers,You can walk on these. Question it not.,Mi đạp lên nó đi được. Đừng có thắc mắc chi.
CMNQr4rj,Screwdriver,,
7gkW5T7W,Broken Heart,Sad.,Buồn ghê.
lW6HJ2gq,Chopped Meat,,
lfm7MWJd,Employee Key,,
F4SrRNPQ,Green Crayon,,
LGFhZlTS,Pink Plushie,Useless.,Vô dụng.
dB1v06R0,Plastic Bags,,
1ssCGwCv,Severed Limb,Might be an arm. Might be a leg.,Có thể là cánh tay. Mà cũng có khi là cái chân.
KkQxzl0r,Watering Can,Or can it?,Được không nhở?
kV5yktZd,Wooden Plank,,
G5C9g2xQ,Bag of Skulls,Bag full of Skulls and Rocks.,Túi đầy Xương với Đá
9SqCqTYF,Green Plushie,THE BEST BEST BEST BEST THING EVER!!!,THỨ TUYỆT VỜI NHẤT NHẤT NHẤT NHẤT TRÊN ĐỜI!!!
6P4DW4yT,Kitchen Knife,,
JqlcRmq7,Rubber Gloves,,
ydqNSSV5,Walkie-Talkie,,
BlkBtRrX,Chopped Onions,,
3yl0rhv1,Purple Plushie,HAHAAHAHAH!!,HAHAAHAHAH!!
9J5Hc0pF,Washed Laundry,,
wSvQJJD6,Yellow Plushie,What a piece of shit.,Cái thứ rác rưởi gì đâu.
1JGRDYC4,Chopped Carrots,,
674QW58H,Colored Pencils,,
XLxwLrWX,Toothless Skull,Skull. But toothless!,Đầu lâu sọ người. Nhưng mà hong có răng!
51YNZYdM,Chopped Potatoes,,
k1nqXctY,Christmas Lights,Miraculously they're not even tangled up! ,Ảo ma ghê chứ mấy cái này nó còn không rối nữa!
k1nqXctY,Christmas Lights,(Because they're new.),(Tại nó còn mới.)
g2v39jpQ,Unidentifiable Small Object,Demon trinket!,Miếng mề đay quỷ!
sXJs04wB,Caramelized Apple and Cinnamon Soda,"A waste of money, but......","Phí tiền, nhưng…..."
,,,
,,,
Section,CommonEvents.json,,
ID,Source,English,Translation
F6mK5ZQ0,Narrator,You're feeling dizzy...,Mi dần thấy chóng mặt…
rz4CQmyz,Andrew,"""Dammit Ashley, I told you not to overdo it!""","""Chết tiệt thiệt chứ, Ashley, anh đã nói mày đừng có cố quá rồi mà!"""
bz5c1ClQ,Ashley,""". . . . . . ?""",""". . . . . . ?"""
hpjNPckX,TV,"""Good news once again!""","""Cuối cùng lại có chút tin tức tốt lành rồi!"""
MT195j9V,TV,"""Some of you maaaaay have heard from your loved ones, that ","""Vài người các vị có thểểểểểể đã nghe tin từ người thân của mình rồi, "
MT195j9V,TV,"there's been supply shortages in the quarantined households.""","rằng là bên mấy chỗ cách li đang bị thiếu lương thực."""
bJ89lqWt,TV,"""Well boy are we pleased to announce that ","""Nhưng úi dời ơi tôi rất vui lòng thông báo là"
bJ89lqWt,TV,"all of that has been taken care of!""","mấy vấn đề đó đã được xử lí hết rồi nha!"""
ZsJPCBvD,Ashley,""".....It has?""","""…...Xử lí hết rồi thiệt hả?"""
Z8hrgRth,Andrew,"""Does it look like I'm eating right now?""","""Mày trông coi anh có giống như đang ăn không?"""
qcsv1hrP,Ashley,"""................""","""................"""
Zx870yR3,TV,"""On that note, we'd like to remind all of you ","""Nhắc về chuyện đó thì, chúng tôi cũng muốn nhắc nhở các vị"
Zx870yR3,TV,"not to enter the contaminated apartments.""","đừng có tiến vào những tòa nhà bị phong tỏa vì nhiễm độc."""
HzvVn0PJ,TV,"""No, your friends don't need anything ","""Không đâu, bạn bè quý vị chẳng cần quý vị mang"
HzvVn0PJ,TV,"from you. Everything is taken care of.""","cái gì đến cả. Tất cả mọi thứ đều được lo liệu hết rồi."""
1LGTjpMc,TV,"""Should you still feel the urge to help, the staff will be","""Nếu mà quý vị còn cứng đầu muốn giúp nữa, thì phía nhân viên sẽ "
1LGTjpMc,TV,"administrating bullets directly into your brain as a thank you.""","rất sẵn lòng tặng cho quý vị mấy viên kẹo đồng găm vào não nhé."""
NQ1hjwRw,TV,"""I hope that clears things up a bit!""","""Tôi hi vọng là nói vậy mình hiểu rồi ha!"""
ZFCT7KJH,TV,"""Moving on to our next story! A brand ","""Tiếp tục với câu chuyện tiếp theo nào! Một bảo tàng"
ZFCT7KJH,TV,"new art museum will be---.....""","mới toanh sẽ được---….."""
SLQBXYZX,Narrator,You drift back into unconsciousness.,Mi dần chìm sâu vào bóng tối phẳng lặng.
4RgWRKj5,Narrator,There's a bunch of call girl ads stuck to the wall.,Có một đống quảng cáo gái gọi treo đầy trên tường.
qBPr7FVG,Ashley,"""Oh my. Maybe I should leave my number here...""","""Úi chời. Có lẽ em nên để số của mình lại đây…"""
yj9YWygT,Andrew,"""Absolutely not.""","""Tuyệt đối không được."""
KQ3njpCb,Ashley,"""What? We need the cash. And it ","""Gì? Chúng ta cần tiền mặt. Và cái này nó"
KQ3njpCb,Ashley,"would be tax-free to boot!""","còn không tính thuế nữa chứ!"""
xMTqtFgx,Andrew,"""Say another word and I'll backhand you.""","""Nói một câu nữa đi là anh đấm mày đấy."""
GHvBR728,Ashley,"""Sheesh. Learn to take a joke, jackass.""","""Chời ạ. Học cách đùa chút xíu đi, đồ khốn kiếp này."""
bxwTsn4R,Andrew,"""Learn to make a joke, dumbass.""","""Học cách đùa chút xíu đi, con dở này."""
nTZJVkGx,Andrew,"""You're so out there, that I can't tell ","""Mày cho câu đùa đi xa quá, làm anh cũng đếch biết"
nTZJVkGx,Andrew,"whether you're being serious or not...""","liệu mày có định làm thiệt hay không…"""
DL9zXZ9x,Ashley,"""I'm obviously not being serious!! We","""Dĩ nhiên là em không định làm thiệt rồi!! Chúng ta"
DL9zXZ9x,Ashley,"don't even own a phone right now!""","giờ làm gì có điện thoại quái đâu chứ!"""
sC3DNxM5,Ashley,"""And would you honest to god ","""Và thiệt luôn đó thề có chúa luôn"
sC3DNxM5,Ashley,"backhand me just like that?""","anh định đấm em thật đấy à?"""
v24y4Mt5,Andrew,"""Well not right here anyway.""","""Thì có cũng không làm ở đây."""
dWxk1TPG,Ashley,"""Wow... Okay, wife beater.""","""Quào… Okay thôi, cái tên vũ phu đánh vợ này."""
mG3l2YyR,Andrew,"""HahahHAHa!!""","""HahahHAHa!!"""
BPWnVWJ4,Andrew,"""Aww, don't say that. It's only ","""Ỏoo, đừng nói thế. Anh chỉ thế"
BPWnVWJ4,Andrew,"towards you, honestly.""","với mày thôi, thiệt."""
wv8dkn44,Ashley,"""....Gee. Thanks?""","""….Chà. Cảm ơn nhiều?"""
,,,
,,,
Section,Map001.json,,
ID,Source,English,Translation
8WvJMNT8,Andy,"""Leyley, I don't--... want to.""","""Leyley, anh không--… muốn làm vậy đâu mà."""
GxFfxGPY,Leyley,"""Well I do.""","""Ờ nhưng mà em thì muốn đó."""
CpHv41gw,Leyley,"""Just go over and  __k  _e_  to  ____  __th  you.""","""Cứ đi qua đó __u _h_ đó đi với anh đi."""
HpxWqgxy,Andy,"""I thought she's your friend?""","""Anh tưởng em ấy là bạn của em mà?"""
K53FBfd9,Leyley,"""Mom said you'd help me with anything!""","""Mẹ nói là anh sẽ giúp em làm bất cứ điều gì cơ mà!"""
yhPKLvz5,Andy,"""We'll get in trouble...""","""Chúng ta sẽ gặp rắc rối đó…"""
,,,
,,,
Section,Map002.json,,
ID,Source,English,Translation
LJZTGld6,Ashley,"""Wait! Mom, where are you going?""","""Khoan đã! Mẹ, mẹ đi đâu vậy?"""
VTd5z0R8,Mom,"""Me and your father will be staying at a hotel for a bit.""","""Mẹ và bố của mấy đứa sẽ ra khách sạn ở một thời gian."""
rPnlxrMt,Ashley,"""I thought they said we should stay at home until--""","""Con tưởng bọn họ bảo chúng ta nên ở nhà cho tới khi--"""
ftnnlD2S,Mom,"""I didn't drink anything.""","""Mẹ không hề uống bất cứ thứ gì."""
0xtRr72x,Ashley,"""......Mom.""","""......Mẹ."""
0SvVnbH2,Mom,"""Not booze, not dirty contaminated water! Nothing!!""","""Không rượu bia, không nước nhiễm độc! Không gì cả!!"""
sYHrsWzX,Mom,"""The only thing I've drank is some ","""Thứ duy nhất mà mẹ uống là chút"
sYHrsWzX,Mom,"orange juice from a carton!""","nước cam ép từ hộp cac-tông thôi!"""
7M0XQNDs,Mom,"""Anyway I'm gonna miss my bus.""","""Mà dù sao thì mẹ sắp trễ xe buýt rồi."""
s8QMCr69,Mom,"""You and Andrew can join us later.""","""Con với Andrew có thể đến đoàn tụ với chúng ta sau."""
XSLysVg5,Nurse,"""Alright. This won't hurt a bit...""","""Được rồi. Cái này sẽ không đau chút nào hết…"""
VDyJLPPB,Narrator,The nurse sticks a needle in you.,Y tá đâm cây kim vào người mi.
tBtPpDJf,Narrator,It hurts like a motherfucker!!!!!!!,Nó đau chết mẹ ấy chứ mà không đau!!!!!!!
Jg7H5xZP,Nurse,"""Theeere we go!""","""Vậậậậy là xong rồi!"""
6RQrfvSt,Nurse,"""And now you.""","""Và giờ thì tới lượt cháu."""
08xVnPqM,Andrew,"""...How long do we have to stay home?""","""…Bọn cháu phải ở nhà trong bao lâu?"""
j9rk2DzR,Nurse,"""The results from your blood-work ","""Kết quả xét nghiệm máu"
j9rk2DzR,Nurse,"will be done tomorrow.""","sẽ có vào ngày mai."""
65lbGx1q,Nurse,"""So if everything is well, you're free to","""Vậy nên nếu mọi thứ đều ổn thỏa hết thì lúc đó mấy đứa sẽ có thể"
65lbGx1q,Nurse,"come and go as you please after that."""," thoải mái đến hay đi gì tùy thích."""
xGlnsfPc,Andrew,"""And if not?""","""Và nếu không ổn thì sao?"""
nZJH49Rz,Nurse,"""Then you'll get to see what happens if not.""","""Nếu không ổn thì lúc đó thì mấy đứa sẽ biết thôi."""
T28yxsxY,Nurse,"""That's all for now. Take care!""","""Giờ thì vậy thôi. Bảo trọng nhé!"""
qyYHTSv5,Mom,"""Stop calling me, Ashley. Please...""","""Đừng có gọi cho mẹ nữa, Ashley. Làm ơn…"""
MH6RxGKd,Mom,"""If you need something, ask the workers ","""Nếu con có cần cái gì thì hỏi mấy nhân viên"
MH6RxGKd,Mom,"there. I can't do anything for you.""","ở đó. Mẹ không thể làm gì được cho con hết."""
nnZYMSLv,Mom,"""And I don't want to hear these ","""Và mẹ cũng không muốn nghe mấy cái"
nnZYMSLv,Mom,"lies about starving anymore.""","lời nói dối như bị bỏ đói nữa."""
27zwZm7t,Ashley,"""Why the hell would I lie about this??""","""Con nói dối vụ đó làm cái quần gì chứ??"""
xvjZxrGN,Mom,"""Listen, this new apartment is a bit ","""Nghe mẹ nói này, căn hộ mới này nó hơi"
xvjZxrGN,Mom,"of a fixer-upper... So I'm really busy.""","xập xệ, cần sửa chữa chút… Vậy nên mẹ thật sự rất bận."""
sy69FK8W,Mom,"""Besides isn't Andrew there with you? ","""Với lại, không phải Andrew đang ở đó với con sao?"
sy69FK8W,Mom,"What do you need me to pacify you for??""","Con còn cần mẹ bón thẳng vào mồm cái gì nữa chứ??"""
xZbns2pw,Mom,"""You get to laze around all day doing nothing! ","""Con được nằm ườn đó ra cả ngày chẳng phải làm gì!"
xZbns2pw,Mom,"I don't know what you've got to complain about.""","Mẹ chẳng biết con than phiền vì cái gì nữa."""
nzJhKvpT,Mom,"""Anyway, I've got to go.""","""Mà dù sao thì, mẹ phải đi đây."""
J8d92g9Z,Mom,"""Please don't call anymore.","""Làm ơn đừng có gọi nữa."
J8d92g9Z,Mom,"I won't answer.""","Mẹ sẽ không trả lời đâu."""
ylmCYWCN,Mom,"""...............................G-goodbye, Ashley...""","""...............................T-Tạm biệt con, Ashley..."""
3QQBc9GH,Mom,"""...I'm sorry...........""","""…Mẹ xin lỗi..........."""
n07Cww4L,Ashley,""". . . . . . . . """,""". . . . . . . . """
,,,
,,,
Section,Map003.json,,
ID,Source,English,Translation
JhcpXsLh,Narrator,"Oh my god, it's white noise! How thrilling!! ","Úi giời ơi, tiếng ồn trắng kìa! Hào hứng dễ sợ!!"
jhBRjxkP,Narrator,Who wouldn't want to be stuck at home ,Ai mà không muốn bị kẹt ở nhà
jhBRjxkP,Narrator,when you've got entertainment like this?,khi có những thứ giải trí như thế này chứ?
Y7d2MMj4,Andrew,"""Ah. The remote is dead.""","""Ồ. Cái điều khiểu ti vi hết pin rồi."""
KQtQxx07,Ashley,"""Just push the buttons on the TV.""","""Đứng dậy bấm nút trên TV đi."""
RzblwK1Y,Andrew,"""Meeeeh..... What a pain.""","""Nhhhhhh…... Phiền thật chứ."""
0mcyl6PB,Ashley,"""Fine. I'll fetch some batteries for you.""","""Được rồi. Để em đi kiếm pin cho anh."""
jv34wKks,Ashley,"""I always have to do everything around here!!""","""Em lúc nào cũng phải làm mọi thứ ở đây hết!!"""
Q3Drq2ZN,Andrew,"""Yeah yeah, woe is you.""","""Ờ ờ, tội nghiệp khổn khổ thay em tôi."""
BVY0249d,Ashley,"""It is!""","""Thì đúng vậy mà!"""
TsnksSrK,Andrew,"""I've got the remote right here.""","""Anh có cái đồ điều khiển ngay đây."""
qbZX7rjn,Ashley,"""Nah, that's okay. I think I'll just ","""Nah thôi không cần đâu. Em nghĩ là em sẽ"
qbZX7rjn,Ashley,"push the buttons on the TV after all.""","nhấn nút trên TV thôi là được rồi."""
F75rFfRk,Andrew,"""..................I can see you have the ","""..................Anh có nhìn thấy mày có"
F75rFfRk,Andrew,"batteries. Just hand them over.""","cầm pin đấy. Cứ đưa nó đây đi."""
nYgs9txc,Ashley,"""Nope! I've decided I'll hold onto ","""Hong! Em đã quyết định là mình sẽ giữ"
nYgs9txc,Ashley,"them! We might need them later.""","chúng! Biết đâu sau sẽ cần chúng thì sao."""
K1n31NYx,Andrew,"""For what exactly? Why are you","""Cần để làm cái gì? Sao mà mày"
K1n31NYx,Andrew,"being difficult about this??""","cứ khó khăn vụ này vậy chứ??"""
Rjn1LdsC,Ashley,"""I am not! I'm taking on the herculean ","""Em không có nhé! Em đang phải gồng mình khổ sai"
Rjn1LdsC,Ashley,"task of operating the TV myself!""","tự mình đảm nhận việc vận hành cái TV này đây này!"""
4XHSr5KC,Andrew,"""...Whatever makes you happy, I guess.""","""…Ờ mày thích thì cứ làm đi, chắc vậy."""
m18kxnKM,Narrator,The front door won't budge.,Cửa chính không chút suy suyễn.
GdR5GwDq,Narrator,You've been locked in here for months now...,Bọn mi đã bị nhốt trong đây mấy tháng rồi…
Wv2TJ7mn,Warden,"""Good day! Are you still alive in there??""","""Ngày mới ha! Bọn mày vẫn sống đó chứ??"""
tCmdpF6s,Ashley,""". . . . . . . . . . . .""",""". . . . . . . . . . . ."""
wzChjr1W,Warden,"""Hellooo-oooo?? If you won't make a ","""Hế lôôô-ôôôô?? Nếu tụi bây không rên"
wzChjr1W,Warden,"sound, I'll assume you're dead.""","được một tiếng, tao sẽ tưởng là bọn bây đi đời rồi đấy."""
CB6d7GdT,Warden,"""And I don't bring food for the dead!""","""Và tao đếch mang thức ăn cho bọn chết rồi đâu!"""
hZXmS3k6,Ashley,"""You don't bring it to the living either!!""","""Ông cũng có đem cho bọn còn sống quái đâu!"""
JsFX9MGn,Warden,"""Hah! I'll take that as a yes, still alive.""","""Ha! Tao sẽ coi như đấy là xác nhận bọn bây còn sống nhé."""
RyHFp988,Warden,"""And don't blame me for the delivery guys screwing up.""","""Và đừng có trách tao khi mà bọn giao hàng nó làm hỏng việc."""
Z62tKnJq,Ashley,"""Can't you go grab something ","""Ông không thể nào đi kiếm cái gì đó"
Z62tKnJq,Ashley,"from the store for us?""","ngoài cửa hàng cho bọn tôi được à?"""
16fBlmm1,Warden,"""Nah, not my job. I'll check ","""Nah, có phải việc của tao đâu. Tao sẽ kiểm tra"
16fBlmm1,Warden,"in on you again later! Bye!!""","tình hình bọn mày sau ha! Bái bai!!"""
Bd8l2l8j,Ashley,"""No wait!!""","""Không khoan đợi đã!!"""
MYkZV8WQ,Ashley,"""Wait, wait!! Come back!!""","""Khoan, khoan đã!! Quay lại đi!!"""
b8lRs74g,Narrator,He doesn't.,Hắn ta không hề quay lại.
x9nYZsKW,Ashley,"""Goddammit...""","""Con mẹ nó chứ…"""
Y19k37kR,Andrew,"""Remember when they still gave us food and stuff?""","""Nhớ cái hồi mà bọn họ vẫn còn cho chúng ta đồ ăn rồi này nọ không?"""
z62Z3WKS,Ashley,"""Good times.""","""Ôi cái ngày xưa tốt đẹp ấy."""
YpnZfRDX,Andrew,"""I bet they don't do that anymore, because ","""Anh cá là bọn họ không làm vậy nữa là vì"
YpnZfRDX,Andrew,"they're scared to open the door now.""","giờ bọn họ sợ phải mở cửa ra rồi."""
5JZj267W,Ashley,"""They could still squeeze something ","""Bọn họ vẫn có thể nhét cái gì đó"
5JZj267W,Ashley,"in through the mail slot.""","vào cái khe thư từ này."""
Slkwc75V,Andrew,"""Like what? Pasta??""","""Như cái gì? Mì ý hả??"""
gg5qMm5v,Ashley,"""Like.... like anything!""","""Như là… như là bất cứ cái gì!"""
